iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15,omega_20,omega_25,omega_30
18250,1.0021986439377475,1.0026391394136855,1.0027840079954469,1.0086409080648842,1.0390669814285423,1.0053076223037336,1.0013099563260595,1.000237578409427,1.0002705876613638,1.0001894428215843,1.0005192029985313,1.0001829954960189,1.0005006373644985,1.0003837204300496
18500,1.0021869955371414,1.0022835559527026,1.0024419270929572,1.0089762849315007,1.0412808687368742,1.005251798473151,1.0014087507020495,1.0001934855530714,1.0002366169000316,1.000156689825838,1.0005224886864839,1.000146403650714,1.0005523366924556,1.0003945706934334
18750,1.0022672625269466,1.0021090990863948,1.0022434163713887,1.0091101632353296,1.0431707645915953,1.0049878904100107,1.0014826783885133,1.0001962431636506,1.0002163938148843,1.0001498939701767,1.0005375118643027,1.0001637893921418,1.0005244957361286,1.0003982179501845
19000,1.0021287739310962,1.0019631691032578,1.0021000614922722,1.0088457498093772,1.0439596734457282,1.0048760857814159,1.0013465900465086,1.0001918558429002,1.0002194379897136,1.0001635112520888,1.0004906079851443,1.0001694129884877,1.0004656256935571,1.000357986643068
19250,1.0021995622299251,1.0018112229169622,1.0019899844415057,1.0083854957674876,1.0449144723354118,1.0048630917673818,1.0012827320023066,1.0001612440793497,1.0002022709537945,1.0001440019997405,1.0005271080121627,1.0001398232678667,1.000459529231015,1.0003693103476297
19500,1.0021125551235914,1.001463142360639,1.001636682205963,1.0079389401612788,1.046615185177485,1.0049152538924224,1.0012918423868173,1.0001475950969037,1.0002074705422368,1.0001472659111514,1.0005154480142204,1.000129375207689,1.0004842956375588,1.00037909869285
19750,1.0020929864283257,1.0013972706813965,1.0015624369046037,1.007955202270365,1.0475916943411592,1.0051784049917192,1.0013679788944074,1.0001530598102275,1.0002235622605922,1.000154378870089,1.0005108206727453,1.0001513547313066,1.0004858461348023,1.0003948138335783
20000,1.0020945032614796,1.0014851809180696,1.001558899694851,1.0081951797468813,1.047954445785666,1.0052156832528198,1.001402381387814,1.000185953697301,1.000252803655274,1.0001653450096384,1.0004866012729072,1.0002038812013911,1.000464182217766,1.0003661397668155
20250,1.0019635127865858,1.0014320780371015,1.0014865997993476,1.0089066509327058,1.045406460425064,1.0053224985275966,1.0015706588171829,1.0001745299159461,1.0002434854809696,1.000167653370685,1.000467917547629,1.0002036245380719,1.0004301673066773,1.000324453861103
20500,1.0017862226481085,1.0013610080462485,1.0013955131744885,1.0093395446949034,1.0412903009100283,1.005571602062988,1.0015907730810967,1.0001703098291537,1.0002487839132765,1.0001529880951678,1.0004417858550763,1.0002036032288264,1.000433215015541,1.0003115005435548
20750,1.0016045906240953,1.0012059250713372,1.0012358520606288,1.009724611409104,1.0385289200207606,1.0061357051367463,1.0014762300006834,1.0001536290092687,1.0002442003291576,1.0001500340964895,1.0004150576197306,1.0001815572104655,1.000392770757558,1.0002597597870408
21000,1.0015289387426585,1.0012165567994906,1.0012420519968164,1.0104683117917825,1.036626898516757,1.0056168007024242,1.0013558239242977,1.000152417463537,1.0002361273506972,1.000149848897781,1.000398724327528,1.0001892565574135,1.0003936715185808,1.0002413048533636
21250,1.0013511611832442,1.0012022484248095,1.0012441037793702,1.0110836676672375,1.034900862267464,1.005113873301138,1.0014249330158285,1.0001513215671256,1.0002243620217448,1.000126544597716,1.0003534887207106,1.0001763985782421,1.0003857420607893,1.0002254253016938
21500,1.0012854745792554,1.001268496292234,1.0013054213321686,1.0112384998409734,1.0337089919624594,1.0047342109938802,1.001410282024564,1.0001982622422156,1.000275526785181,1.00014928564462,1.0003329287950375,1.000201579755287,1.0004239419965966,1.000232370129919
21750,1.0011913592370618,1.001479757235677,1.0015200632101786,1.0118283719974515,1.0325939079831907,1.0043600920870719,1.00140347708519,1.0001905835275287,1.0002989316801396,1.000152954975295,1.000317510909948,1.0001887921622115,1.0003854558539562,1.0002005150883522
22000,1.0012022148276791,1.0016879712145315,1.0016618406786697,1.012544951306834,1.031492754968409,1.0047300690990295,1.0013853417658778,1.0001826594697318,1.0002977424729176,1.0001410183275283,1.00030240814424,1.0001731052516798,1.0003458939987089,1.0001744193858797
22250,1.0012134864923377,1.0017608971719012,1.001706641864487,1.012899791948217,1.0325235691783459,1.0045688036770521,1.0014208204506374,1.0001886528821884,1.000300594492671,1.0001317275501957,1.0002938068007206,1.0001462210025363,1.0003500390043392,1.0001708026249692
22500,1.0011523792530626,1.0020669023446886,1.0019450221989294,1.0138251049254674,1.0336239563280778,1.0048860020570072,1.0014271542989603,1.0001723068825275,1.0002953734501636,1.0001285084502354,1.0002894790614942,1.0001364582209158,1.0003510722572881,1.0001652172454492
22750,1.0010730342465497,1.0021807776019385,1.0020512131583232,1.0139809454345825,1.034304724200729,1.004964731645075,1.0015012101099716,1.0001554025720636,1.0002576839712614,1.0001096970191707,1.0002555104208557,1.0001181764159761,1.000322897649224,1.0001475475877337
23000,1.0011680490178216,1.0022611172911533,1.002124429367792,1.0144918798514397,1.0346011677278977,1.0049011896278284,1.001474918180822,1.0001616519504712,1.000265788854556,1.000115083736032,1.000270632249712,1.000130956636741,1.0003451802600496,1.0001533338675228
23250,1.0012296130548426,1.0026811915370195,1.002555684592996,1.0147374243586216,1.0351470837256358,1.0047371689537146,1.0013787229913667,1.0001691490673952,1.0002739174168471,1.0001130466628099,1.0003002506244922,1.0001382917787727,1.0003802549319067,1.0001681404377487
23500,1.001281502271004,1.0024711902015138,1.0023781993791434,1.0148120189419605,1.0353244781375879,1.0046369183240207,1.0012421363074613,1.0001556078956393,1.0002500216724837,1.0001133585422706,1.000314509101077,1.0001371803361347,1.0003571521298973,1.000177566208904
23750,1.001170436289388,1.0022037563754365,1.0021485879660506,1.015423104749138,1.0349801779208148,1.0049536792647218,1.001198537480439,1.000154957474045,1.0002412565887144,1.0001060071299561,1.0003000206069026,1.0001212930385943,1.000344954129723,1.0001713397896677
24000,1.0009600103762215,1.0020042753911822,1.0019258732414966,1.015117436866871,1.0328454134206437,1.0047186271809825,1.0011267599733622,1.0001594577107962,1.0002406231544956,1.000098341004157,1.0002705677678896,1.0001187430204383,1.0003182336214578,1.00015422144908
24250,1.000955214360199,1.0020458548969162,1.0019702334114813,1.0144394876530647,1.0308041992201071,1.0047339308826229,1.0012065557473306,1.000164039926865,1.0002611559377792,1.000115471245997,1.0002731161389893,1.0001297029732346,1.0002980743085503,1.0001549956575542
24500,1.000809413636696,1.0020943879683553,1.0020069430615268,1.0140391059833727,1.0295291524442858,1.004724388499472,1.00123127928029,1.0001749289676312,1.0002642169800993,1.0001110587112083,1.0002476095751267,1.0001369588703717,1.000257700014137,1.000130704803617
24750,1.0008565846050284,1.002066219352046,1.0019752058277456,1.0131779541927617,1.0282902569990902,1.0047128670623116,1.0012478594508603,1.0001881797263852,1.0002819585477203,1.000121047330723,1.0002426342668653,1.000157674133161,1.000262225520404,1.0001229785609784
