iterations,likelihood,prior,lengths,phylogeny_mean,phylogeny_std,window_concentration,window_typical_fraction,omega_0,omega_5,omega_10,omega_15
22000,1.0005326768644018,1.0024591911991192,1.0028449373090131,1.0154561037049725,1.010007427965171,1.0043222138848928,1.000390791962094,1.0000460915864582,1.0000775018030252,1.0000856687366042,1.000087826975033
22250,1.0005398965652872,1.0024392228965253,1.0028371241979583,1.014592770688475,1.0100631171647734,1.0041651460726266,1.0003751484323526,1.0000407435984944,1.0000666462431544,1.0000909646967215,1.0000864881386322
22500,1.0005313342720241,1.0024127282166626,1.0028089360840078,1.01431125983785,1.0097724607721033,1.0039766493326108,1.0003999634063445,1.0000394815216946,1.000067247272677,1.0000861299619248,1.0000867021847175
22750,1.0005438374518538,1.0025699983178529,1.0029580247258254,1.0142067752911517,1.0095565678165095,1.003639304688495,1.000402435518515,1.0000427292360414,1.0000738760165018,1.000083145948376,1.0000799339825892
23000,1.0005260170995824,1.0024943757613407,1.0028523387136725,1.0145136389166693,1.0094870205665223,1.003760261877081,1.0003688980622871,1.0000401013822162,1.0000693712630697,1.0000832558854655,1.0000805582998054
23250,1.0005216972587168,1.0024577200250546,1.002802904834611,1.0149778589359242,1.0095098336905242,1.0037061610115017,1.0003457791848633,1.0000367761157618,1.0000672039201939,1.0000724096398164,1.0000870837816038
23500,1.000513855022863,1.0025708354530916,1.002910872191449,1.015080884060274,1.0091249603650023,1.0034806701220784,1.000390003450263,1.0000403404859841,1.0000617541479806,1.0000742567363445,1.0000790119952414
23750,1.0004613993191034,1.0025987977813628,1.0029354886384574,1.0147326643492625,1.0088881233121902,1.00310106413403,1.0003857631903785,1.0000374078241023,1.0000624039001789,1.0000635847195911,1.0000738118467911
24000,1.0004434596132648,1.0024952239242613,1.0028317349476101,1.0141598651509314,1.0085794041573177,1.0031181399654543,1.0004100998221845,1.0000393714009141,1.000059965994255,1.000060376575215,1.000066220467174
24250,1.0004468936695925,1.0025366761124033,1.0028987575905834,1.013578047872947,1.007614770201209,1.003254400736596,1.0003527253776345,1.0000396219260017,1.0000650859843454,1.000058772888437,1.0000665735472176
24500,1.0004437199069272,1.0024454713162603,1.0028385058072715,1.0120270702590677,1.0070016234956467,1.0031368726148846,1.0003282337801307,1.0000404696327296,1.0000614559675938,1.0000605044595003,1.000065114175269
24750,1.00046576480932,1.0023786657826925,1.0027702766209627,1.0114185532591684,1.0067838066693273,1.0033201636420461,1.0003400291037723,1.000039650690789,1.0000625278454802,1.0000621986159084,1.0000663343407457
